query_id,Top10_77,best_rank_77,Top10_82,best_rank_82,Top10_score_blend,best_rank_score_blend
c9f5c1702a0b34cc,1,2,1,3,1,3
b48495087d5636a8,1,1,1,1,1,2
cab505120d097b35,1,3,1,3,1,5
79bd960215f75bcc,1,3,1,2,1,1
e93ca89854ff53ea,1,3,1,3,1,4
44df3ba1b72807d2,1,3,1,3,1,1
1ac791fb922a5457,1,3,1,8,1,1
035f94e9fe596772,1,2,1,2,1,3
8fced615d678d566,1,2,1,2,1,1
67f15360b9ce3d33,1,1,1,1,1,1
54d1827f451f9478,0,25,0,24,0,17
a935bfe97753eb0b,1,2,1,7,1,2
c69f6ad831d9d837,1,2,1,2,1,1
c27730056f501c74,1,3,1,3,1,1
477eaacb78932fec,1,1,1,1,1,2
8f02278b6301fe01,1,2,1,2,1,1
ee4be7c39845c910,0,28,0,20,0,41
2d4a52ab524a4f09,1,4,1,10,1,1
31054b2bd86b40a6,1,4,1,4,1,5
c4446b6a7bd9d408,1,5,1,4,1,2
356234ddbd14ba43,1,1,1,1,1,1
b48eb6650a572a11,1,8,1,6,0,15
18d42dc4d0792301,1,3,1,7,1,1
8eed6854206847a2,0,13,0,18,0,40
532b395e280d1116,1,1,1,3,1,1
35abcce15a048abb,1,10,1,8,0,16
600f6e136381c935,1,3,1,3,1,4
6d77185ba0c6e5ca,1,1,1,1,1,1
2f048cc7dab5c170,1,3,1,2,1,1
e9d032d3e8940d19,0,21,0,20,0,18
251ede35ddf1767c,1,1,1,2,1,4
09ee18df9bdc75e6,1,2,1,5,1,2
e7b66ff7645ae641,1,1,1,1,1,1
6bbbdaa4f1d6512d,1,1,1,1,1,1
4d4bf4aff9d14e85,1,3,1,3,1,5
1fbe4d9bf612a27f,1,2,1,5,1,2
4c935fa72528116c,1,8,1,8,1,10
a7eb0435ee13ff66,1,3,0,11,1,1
349c0239e8a407d6,1,3,1,3,1,5
d17a2600ffb1bd2e,1,2,1,2,1,1
35cc6269aeab64c3,1,5,1,5,1,4
69cb10c21ae0bbe3,1,1,1,5,1,10
3ee5bbf03ac7945c,1,1,1,1,1,3
